"Supplemental Table S1. Coordinates, sizes, GC levels and GC standard deviations,",,,,,,,
"of the human isochores identified in this study.",,,,,,,
,,,,,,,
,,,,,,,
"Chr","Band","Start","End","Size (Mb)","GC, %","∆ GC","SD (w=100kb)"
7,"p15.2a",26.5,26.9,0.4,37.9,3.8,2.17
7,"p15.2b",26.9,28,1.1,42.0,-4.0,4.14
7,"p15.2c",28,28.9,0.9,40.6,1.4,0.63
7,"p15.1a",28.9,30.2,1.3,41.3,-0.7,2.11
7,"p15.1b",30.2,31,0.8,46.6,-5.3,3.78
7,"p14.3a",31,32,1,39.4,7.2,1.20
7,"p14.3b",32,32.3,0.3,42.2,-2.8,0.43
7,"p14.3c",32.3,32.6,0.3,39.8,2.4,1.07
7,"p14.3d",32.6,32.8,0.2,42.8,-3.0,0.00
7,"p14.3e",32.8,33,0.2,40.7,2.1,0.00
7,"p14.3f",33,33.3,0.3,36.5,4.2,0.47
7,"p14.3g",33.3,33.5,0.2,38.7,-2.2,0.00
7,"p14.3h",33.5,34,0.5,41.5,-2.7,1.32
7,"p14.3i",34,35.2,1.2,39.0,2.4,1.21
7,"p14.3l",35.2,35.4,0.2,42.7,-3.6,0.00
7,"p14.3m",35.4,35.8,0.4,39.6,3.1,2.01
7,"p14.2",35.8,37.3,1.5,42.1,-2.5,1.64
7,"p14.1a",37.3,39,1.7,38.7,3.4,1.44
7,"p14.1b",39,40.1,1.1,40.9,-2.2,1.41
7,"p14.1c",40.1,43,2.9,39.6,1.3,1.42
7,"p13a",43,43.8,0.8,42.9,-3.4,2.45
7,"p13b",43.8,44.1,0.3,53.7,-10.7,2.14
7,"p13c",44.1,45.8,1.7,45.7,8.0,2.98
7,"p13d",45.8,47,1.2,39.1,6.6,0.81
7,"p13e",47,48,1,45.4,-6.4,2.94
7,"p12.3",48,50,2,37.7,7.7,1.60
7,"p12.2",50,51.5,1.5,43.4,-5.6,1.74
7,"p12.1a",51.5,52.3,0.8,38.4,5.0,0.99
7,"p12.1b",52.3,52.7,0.4,36.1,2.3,0.24
7,"p12.1c",52.7,52.9,0.2,38.1,-2.0,0.00
7,"p12.1d",52.9,54.5,1.6,36.6,1.5,0.93
7,"p11.2",54.5,57.9,3.4,43.3,-6.8,3.62
7,"q11.21a",60.8,61.9,1.1,36.8,"-",0.76
7,"q11.21b",61.9,63.1,1.2,43.3,-6.5,4.14
7,"q11.21c",63.1,64.6,1.5,40.7,2.6,2.11
7,"q11.21d",64.6,64.9,0.3,44.2,-3.5,0.55
7,"q11.21e",64.9,65.1,0.2,46.5,-2.3,0.00
7,"q11.21f",65.1,65.4,0.3,42.4,4.1,0.76
7,"q11.21g",65.4,65.9,0.5,46.8,-4.4,1.65
7,"q11.22a",65.9,68.5,2.6,43.7,3.1,1.22
7,"q11.22b",68.5,69.3,0.8,39.5,4.1,1.19
7,"q11.22c",69.3,71.7,2.4,43.7,-4.2,1.27
7,"q11.23a",71.7,73.5,1.8,49.9,-6.2,2.41
7,"q11.23b",73.5,75.4,1.9,48.3,1.6,2.30
7,"q11.23c",75.4,76.4,1,44.7,3.7,6.33
7,"q21.11a",76.4,77.7,1.3,39.5,5.2,1.40
7,"q21.11b",77.7,79.4,1.7,35.8,3.7,0.86
7,"q21.11c",79.4,80.2,0.8,36.4,-0.6,0.72
7,"q21.11d",80.2,80.5,0.3,37.5,-1.1,0.35
7,"q21.11e",80.5,86,5.5,35.0,2.5,1.04
7,"q21.12a",86,86.9,0.9,38.1,-3.1,1.10
7,"q21.12b",86.9,87.2,0.3,35.9,2.1,0.48
7,"q21.12c",87.2,87.9,0.7,37.4,-1.5,0.62
7,"q21.13",87.9,89.4,1.5,35.6,1.9,0.80
7,"q21.2",89.4,92.5,3.1,38.4,-2.9,1.07
7,"q21.3a",92.5,93.3,0.8,36.0,2.4,0.82
7,"q21.3b",93.3,97.1,3.8,38.2,-2.2,1.42
7,"q22.1a",97.1,98.8,1.7,47.1,-8.9,2.91
7,"q22.1b",98.8,99.2,0.4,42.4,4.7,1.14
7,"q22.1c",99.2,102,2.8,50.4,-8.0,2.76
7,"q22.2",102,104,2,38.7,11.7,1.34
7,"q22.3",104,106.3,2.3,41.9,-3.2,2.27
7,"q31.1a",106.3,108.2,1.9,38.8,3.1,1.40
7,"q31.1b",108.2,109.7,1.5,35.4,3.4,0.85
7,"q31.1c",109.7,110,0.3,37.8,-2.4,0.63
7,"q31.1d",110,110.7,0.7,35.7,2.2,0.43
7,"q31.1e",110.7,112.4,1.7,38.5,-2.8,1.36
7,"q31.1f",112.4,115.4,3,35.6,2.8,0.95
7,"q31.2",115.4,117.4,2,38.4,-2.8,1.38
7,"q31.31",117.4,120,2.6,34.9,3.5,0.84
7,"q31.32a",120,121.3,1.3,36.8,-1.9,0.88
7,"q31.32b",121.3,121.6,0.3,38.1,-1.3,0.98
7,"q31.32c",121.6,121.9,0.3,35.7,2.5,0.77
7,"q31.32d",121.9,122.1,0.2,37.8,-2.2,0.00
7,"q31.32e",122.1,122.6,0.5,36.6,1.2,0.41
7,"q31.32f",122.6,123.3,0.7,37.6,-1.0,0.69
7,"q31.33",123.3,126,2.7,35.6,1.9,0.95
7,"q32.1a",126,127.2,1.2,39.5,-3.9,2.27
7,"q32.1b ",127.2,127.7,0.5,47.7,-8.2,1.60
7,"q32.1c",127.7,128,0.3,44.2,3.5,0.84
7,"q32.1d",128,129.3,1.3,44.9,-0.7,4.15
7,"q32.2",129.3,131.2,1.9,42.5,2.5,3.00
7,"q32.3a",131.2,131.7,0.5,47.1,-4.7,1.13
7,"q32.3b",131.7,131.9,0.2,45.0,2.2,0.00
7,"q32.3c",131.9,132.2,0.3,39.4,5.6,1.27
7,"q32.3d",132.2,132.4,0.2,41.8,-2.4,0.00
7,"q33a",132.4,133.5,1.1,38.8,2.9,1.36
7,"q33b",133.5,135.1,1.6,41.4,-2.6,3.12
7,"q33c",135.1,136.8,1.7,37.4,4.0,1.07
7,"q34a",136.8,139.9,3.1,43.4,-6.0,2.59
7,"q34b",139.9,140.2,0.3,39.1,4.3,1.78
7,"q34c",140.2,140.9,0.7,42.6,-3.4,1.59
7,"q34d",140.9,141.4,0.5,39.4,3.2,0.96
7,"q34e",141.4,142.7,1.3,42.9,-3.5,2.48
7,"q35a",142.7,143.4,0.7,39.1,3.8,1.79
7,"q35b",143.4,143.6,0.2,43.6,-4.5,0.00
7,"q35c",143.6,144.1,0.5,37.5,6.1,0.80
7,"q35d",144.1,146.6,2.5,36.1,1.5,0.58
7,"q35e",146.6,147.2,0.6,38.2,-2.1,0.93
7,"q36.1a",147.2,148.1,0.9,42.3,-4.1,1.16
7,"q36.1b",148.1,148.4,0.3,47.8,-5.5,0.48
7,"q36.1c",148.4,148.8,0.4,44.7,3.1,1.11
7,"q36.1d",148.8,150.1,1.3,45.4,-0.7,4.78
7,"q36.1e",150.1,150.4,0.3,55.5,-10.1,1.72
7,"q36.1f",150.4,151.1,0.7,48.1,7.4,3.79
7,"q36.1g",151.1,151.3,0.2,41.7,6.4,0.00
7,"q36.1h",151.3,151.5,0.2,37.3,4.4,0.00
7,"q36.1i",151.5,152.2,0.7,45.0,-7.7,1.32
7,"q36.2a",152.2,152.7,0.5,41.6,3.4,0.75
7,"q36.2b",152.7,153,0.3,39.6,2.0,0.59
7,"q36.2c",153,153.6,0.6,43.5,-3.8,1.04
7,"q36.2d",153.6,153.8,0.2,39.1,4.4,0.00
7,"q36.3a",153.8,154,0.2,44.8,-5.7,0.00
7,"q36.3b",154,154.2,0.2,46.5,-1.7,0.00
7,"q36.3c",154.2,154.4,0.2,44.2,2.4,0.00
7,"q36.3d",154.4,155.5,1.1,48.7,-4.5,3.73
7,"q36.3e",155.5,156,0.5,43.4,5.3,1.35
7,"q36.3f",156,156.2,0.2,39.3,4.0,0.00
7,"q36.3g",156.2,156.5,0.3,46.6,-7.3,2.79
7,"q36.3h",156.5,156.9,0.4,49.6,-3.0,2.64
7,"q36.3i",156.9,157.2,0.3,53.4,-3.8,0.97
7,"q36.3l",157.2,157.9,0.7,50.4,3.0,1.92
7,"q36.3m",157.9,158.2,0.3,43.6,6.8,1.31
7,"q36.3n",158.2,158.5,0.3,48.4,-4.9,1.74
7,"q36.3o",158.5,158.7,0.2,40.3,8.1,0.00
,,,,,,,
8,"p23.3a",0,0.5,0.5,43.6,"-",2.57
8,"p23.3b",0.5,2.2,1.7,48.1,-4.4,1.72
8,"p23.3c",2.2,2.4,0.2,41.7,6.4,0.00
8,"p23.2",2.4,6,3.6,38.5,3.2,1.20
8,"p23.1a",6,6.6,0.6,42.2,-3.7,1.49
8,"p23.1b",6.6,8,1.4,46.0,-3.8,3.20
8,"p23.1c",8,9.4,1.4,43.1,2.9,1.00
8,"p23.1d",9.4,9.7,0.3,38.5,4.6,1.58
8,"p23.1e",9.7,10.4,0.7,43.4,-4.9,1.60
8,"p23.1f",10.4,11.8,1.4,46.6,-3.2,3.21
8,"p23.1g",11.8,13.1,1.3,42.9,3.6,2.42
8,"p22a",13.1,13.4,0.3,38.2,4.7,0.45
8,"p22b",13.4,15,1.6,35.5,2.7,0.81
8,"p22c",15,16,1,37.3,-1.7,0.96
8,"p22d",16,16.6,0.6,35.5,1.7,0.61
8,"p22e",16.6,18.9,2.3,39.2,-3.7,1.49
8,"p22f",18.9,19.6,0.7,41.7,-2.5,0.95
8,"p22g",19.6,20,0.4,40.7,1.1,0.67
8,"p21.3a",20,21.5,1.5,43.7,-3.0,1.36
8,"p21.3b",21.5,23.3,1.8,48.3,-4.7,3.62
8,"p21.3c",23.3,23.7,0.4,44.2,4.2,2.27
8,"p21.2",23.7,24.8,1.1,37.9,6.3,1.38
8,"p21.1a",24.8,26.7,1.9,42.0,-4.1,1.87
8,"p21.1b",26.7,27.1,0.4,39.1,3.0,0.89
8,"p21.1c",27.1,27.9,0.8,45.3,-6.3,3.27
8,"p21.1d",27.9,28.7,0.8,43.4,2.0,3.09
8,"p21.1e",28.7,29,0.3,39.8,3.6,1.96
8,"p21.1f",29,30.8,1.8,42.6,-2.9,1.34
8,"p12a",30.8,33.3,2.5,38.1,4.5,1.02
8,"p12b",33.3,33.8,0.5,43.4,-5.2,2.20
8,"p12c",33.8,37.1,3.3,38.2,5.2,1.02
8,"p11.23a",37.1,37.5,0.4,43.3,-5.1,0.84
8,"p11.23b",37.5,38,0.5,47.8,-4.6,1.00
8,"p11.23c",38,39,1,44.3,3.5,2.14
8,"p11.22a",39,39.2,0.2,37.9,6.4,0.00
8,"p11.22b",39.2,39.8,0.6,35.4,2.5,0.94
8,"p11.22c",39.8,40.3,0.5,39.3,-4.0,1.66
8,"p11.22d",40.3,40.5,0.2,41.2,-1.9,0.00
8,"p11.22e",40.5,40.8,0.3,39.7,1.6,0.76
8,"p11.21a",40.8,41.6,0.8,44.2,-4.5,1.73
8,"p11.21b",41.6,41.9,0.3,49.5,-5.3,2.30
8,"p11.21c",41.9,43.6,1.7,42.7,6.8,2.71
8,"q11.21a",47.1,47.5,0.4,49.8,"-",5.49
8,"q11.21b",47.5,48.7,1.2,40.5,9.3,2.34
8,"q11.21c",48.7,50,1.3,43.1,-2.5,1.02
8,"q11.22a",50,50.2,0.2,39.0,4.0,0.00
8,"q11.22b",50.2,52.3,2.1,36.2,2.9,0.81
8,"q11.22c",52.3,54.5,2.2,39.3,-3.1,1.14
8,"q11.22d",54.5,54.7,0.2,41.5,-2.3,0.00
8,"q11.22e",54.7,54.9,0.2,39.9,1.6,0.00
8,"q11.23a",54.9,55.6,0.7,42.0,-2.1,0.99
8,"q11.23b",55.6,56.4,0.8,38.9,3.1,1.25
8,"q11.23c",56.4,56.6,0.2,41.1,-2.2,0.00
8,"q11.23d",56.6,56.9,0.3,39.8,1.3,0.27
8,"q11.23e",56.9,57.7,0.8,41.3,-1.5,1.99
8,"q11.23f",57.7,59.3,1.6,39.1,2.2,1.68
8,"q12.1a",59.3,60.5,1.2,38.0,1.2,1.04
8,"q12.1b",60.5,61.1,0.6,36.0,2.0,0.84
8,"q12.1c",61.1,61.4,0.3,38.8,-2.9,1.53
8,"q12.2",61.4,62.3,0.9,41.3,-2.4,1.68
8,"q12.3a",62.3,63,0.7,38.8,2.4,0.92
8,"q12.3b",63,63.3,0.3,36.6,2.2,0.31
8,"q12.3c",63.3,64.9,1.6,38.0,-1.4,1.32
8,"q12.3d",64.9,65.4,0.5,35.6,2.4,0.91
8,"q12.3e",65.4,66.6,1.2,38.2,-2.6,0.83
8,"q13.1a",66.6,66.8,0.2,41.3,-3.1,0.00
8,"q13.1b",66.8,69.1,2.3,40.0,1.2,1.52
8,"q13.2a",69.1,70.2,1.1,36.8,3.2,0.79
8,"q13.2b",70.2,70.9,0.7,39.4,-2.6,1.09
8,"q13.3a",70.9,71.2,0.3,43.8,-4.4,1.36
8,"q13.3b",71.2,74.9,3.7,38.8,4.9,1.55
8,"q13.3c",74.9,75.3,0.4,41.6,-2.8,0.34
8,"q21.11a",75.3,75.9,0.6,38.0,3.6,1.19
8,"q21.11b",75.9,80.4,4.5,35.4,2.6,1.03
8,"q21.11c",80.4,80.8,0.4,37.9,-2.5,1.11
8,"q21.12",80.8,82.1,1.3,41.1,-3.3,1.72
8,"q21.13a",82.1,83,0.9,38.3,2.9,0.92
8,"q21.13b",83,86.2,3.2,35.1,3.2,0.86
8,"q21.2a",86.2,86.7,0.5,38.5,-3.4,1.10
8,"q21.2b",86.7,86.9,0.2,44.7,-6.2,0.00
8,"q21.2c",86.9,87.8,0.9,38.3,6.4,0.52
8,"q21.3a",87.8,90.4,2.6,35.7,2.6,1.04
8,"q21.3b",90.4,91.1,0.7,37.6,-2.0,0.77
8,"q21.3c",91.1,91.3,0.2,36.9,0.7,0.00
8,"q21.3d",91.3,92.2,0.9,37.6,-0.7,1.15
8,"q21.3e",92.2,92.8,0.6,36.7,0.9,0.90
8,"q21.3f",92.8,93.7,0.9,37.9,-1.2,0.63
8,"q21.3g",93.7,94.2,0.5,35.8,2.1,1.11
8,"q21.3h",94.2,94.9,0.7,39.3,-3.5,1.04
8,"q22.1a",94.9,95.4,0.5,42.4,-3.0,0.96
8,"q22.1b",95.4,95.6,0.2,37.5,4.8,0.00
8,"q22.1c",95.6,96.5,0.9,42.0,-4.4,0.84
8,"q22.1d",96.5,97.2,0.7,38.9,3.0,0.99
8,"q22.1e",97.2,97.6,0.4,42.2,-3.3,1.15
8,"q22.1f",97.6,98.3,0.7,39.1,3.1,1.31
8,"q22.1g",98.3,99.6,1.3,42.4,-3.3,1.76
8,"q22.2a",99.6,100.2,0.6,38.8,3.7,2.04
8,"q22.2b",100.2,100.8,0.6,35.7,3.0,0.76
8,"q22.2c",100.8,101.4,0.6,39.1,-3.4,1.49
8,"q22.3a",101.4,102.8,1.4,43.0,-3.8,1.72
8,"q22.3b",102.8,103.5,0.7,39.9,3.1,0.81
8,"q22.3c",103.5,104.3,0.8,44.0,-4.2,2.69
8,"q22.3d",104.3,104.7,0.4,38.5,5.5,1.28
8,"q22.3e",104.7,105.3,0.6,35.0,3.5,1.29
8,"q22.3f",105.3,105.5,0.2,41.2,-6.2,0.00
8,"q23.1a",105.5,106.1,0.6,38.5,2.7,1.43
8,"q23.1b",106.1,106.9,0.8,36.1,2.5,0.42
8,"q23.2",106.9,110.3,3.4,37.2,-1.2,0.77
8,"q23.3",110.3,117.2,6.9,35.0,2.3,1.29
8,"q24.11a",117.2,119,1.8,39.0,-4.0,1.09
8,"q24.11b",119,119.2,0.2,41.5,-2.5,0.00
8,"q24.11c",119.2,120.9,1.7,38.8,2.6,1.06
8,"q24.11d",120.9,121.2,0.3,42.5,-3.7,0.59
8,"q24.12",121.2,123.6,2.4,37.9,4.6,1.32
8,"q24.13a",123.6,126.1,2.5,42.8,-4.9,2.06
8,"q24.13b",126.1,126.4,0.3,39.4,3.4,1.24
8,"q24.13c",126.4,126.8,0.4,45.7,-6.3,1.74
8,"q24.13d",126.8,128.5,1.7,39.4,6.3,1.71
8,"q24.13e",128.5,128.9,0.4,42.9,-3.5,1.93
8,"q24.13f",128.9,129.1,0.2,47.1,-4.2,0.00
8,"q24.13g",129.1,129.3,0.2,43.8,3.3,0.00
8,"q24.21a",129.3,131,1.7,38.9,4.9,1.06
8,"q24.21b",131,131.2,0.2,45.5,-6.6,0.00
8,"q24.21c",131.2,131.4,0.2,40.1,5.4,0.00
8,"q24.21d",131.4,131.9,0.5,43.0,-3.0,1.59
8,"q24.21e",131.9,132.8,0.9,38.5,4.6,1.02
8,"q24.22a",132.8,133.6,0.8,41.7,-3.3,3.18
8,"q24.22b",133.6,133.9,0.3,39.4,2.4,1.76
8,"q24.22c",133.9,134.1,0.2,43.1,-3.8,0.00
8,"q24.22d",134.1,134.7,0.6,47.2,-4.1,1.17
8,"q24.22e",134.7,135,0.3,44.1,3.1,0.91
8,"q24.22f",135,135.4,0.4,39.7,4.4,0.85
8,"q24.22g",135.4,137,1.6,42.5,-2.8,2.21
8,"q24.23a",137,137.8,0.8,38.2,4.3,1.33
8,"q24.23b",137.8,138.2,0.4,36.6,1.6,0.36
8,"q24.23c",138.2,139.2,1,38.3,-1.7,1.43
8,"q24.3a",139.2,139.8,0.6,43.1,-4.7,1.19
8,"q24.3b",139.8,140,0.2,47.3,-4.3,0.00
8,"q24.3c",140,140.7,0.7,43.0,4.4,1.20
8,"q24.3d",140.7,141.7,1,48.3,-5.3,3.02
8,"q24.3e",141.7,142.1,0.4,41.3,6.9,3.09
8,"q24.3f",142.1,142.3,0.2,51.9,-10.5,0.00
8,"q24.3g",142.3,145.8,3.5,55.7,-3.8,3.61
8,"q24.3h",145.8,146.1,0.3,50.4,5.3,0.53
8,"q24.3i",146.1,146.3,0.2,43.7,6.7,0.00
,,,,,,,
9,"p24.3",0,1.1,1.1,42.4,"-",2.02
9,"p24.2a",1.1,3.2,2.1,39.7,2.7,0.99
9,"p24.2b",3.2,3.5,0.3,35.1,4.5,0.54
9,"p24.1a",3.5,6.5,3,39.7,-4.5,1.63
9,"p24.1b",6.5,6.8,0.3,44.8,-5.1,1.33
9,"p24.1c",6.8,7.1,0.3,38.7,6.0,1.10
9,"p24.1d",7.1,7.3,0.2,41.5,-2.7,0.00
9,"p23a",7.3,8.4,1.1,38.6,2.8,0.97
9,"p23b",8.4,8.7,0.3,36.8,1.9,0.25
9,"p23c",8.7,8.9,0.2,38.2,-1.4,0.00
9,"p23d",8.9,12.9,4,35.1,3.0,0.84
9,"p23e",12.9,13.8,0.9,37.5,-2.4,0.81
9,"p22.3a",13.8,15.2,1.4,38.7,-1.2,1.60
9,"p22.3b",15.2,15.4,0.2,42.0,-3.3,0.00
9,"p22.3c",15.4,16,0.6,37.6,4.4,2.00
9,"p22.3d",16,16.4,0.4,43.7,-6.1,0.91
9,"p22.2a",16.4,17.2,0.8,39.3,4.4,1.41
9,"p22.2b",17.2,17.5,0.3,36.0,3.3,0.92
9,"p22.2c",17.5,18.8,1.3,38.6,-2.7,1.25
9,"p22.1a",18.8,19.2,0.4,42.7,-4.1,1.48
9,"p22.1b",19.2,22.2,3,38.6,4.1,1.70
9,"p21.3a",22.2,23.4,1.2,36.0,2.6,0.94
9,"p21.3b",23.4,24,0.6,38.3,-2.4,1.07
9,"p21.3c",24,26.2,2.2,35.7,2.7,1.00
9,"p21.2a",26.2,27.3,1.1,38.4,-2.7,1.18
9,"p21.2b",27.3,27.5,0.2,41.8,-3.5,0.00
9,"p21.2c",27.5,28.2,0.7,38.1,3.7,1.21
9,"p21.1",28.2,31.9,3.7,35.2,2.9,0.80
9,"p13.3a",31.9,32.6,0.7,38.7,-3.5,1.65
9,"p13.3b",32.6,33.3,0.7,42.9,-4.3,2.07
9,"p13.3c",33.3,33.5,0.2,47.5,-4.6,0.00
9,"p13.3d",33.5,34.3,0.8,42.9,4.6,2.04
9,"p13.3e",34.3,34.7,0.4,49.0,-6.1,3.23
9,"p13.3f",34.7,35.5,0.8,42.9,6.1,2.71
9,"p13.3g",35.5,35.9,0.4,47.7,-4.8,1.64
9,"p13.3h",35.9,37.1,1.2,44.6,3.1,3.27
9,"p13.2",37.1,37.3,0.2,37.0,7.6,0.00
9,"p13.1",37.3,38.5,1.2,45.3,-8.3,2.97
9,"p12a",38.5,39,0.5,41.7,3.6,0.97
9,"p12b",39,40.8,1.8,39.3,2.4,1.20
9,"p12c",40.8,41.1,0.3,39.8,-0.5,2.26
9,"p12d",41.1,41.3,0.2,41.3,-1.5,0.00
9,"p12e",41.3,43.8,2.5,39.9,1.4,0.74
9,"p11.2a",43.8,44.4,0.6,44.4,-4.5,2.00
9,"p11.2b",44.4,44.6,0.2,34.0,10.5,0.00
9,"p11.2c",44.6,45.1,0.5,43.7,-9.7,1.41
9,"p11.2d",45.1,46,0.9,38.6,5.1,3.12
9,"q13a",67.9,68.8,0.9,39.8,"-",1.37
9,"q13b",68.8,69.4,0.6,43.2,-3.4,1.36
9,"q21.11a",69.4,70.2,0.8,39.0,4.1,1.72
9,"q21.11b",70.2,70.5,0.3,42.5,-3.4,0.81
9,"q21.11c",70.5,71.1,0.6,37.8,4.7,0.59
9,"q21.11d",71.1,71.3,0.2,36.5,1.3,0.00
9,"q21.12",71.3,72.8,1.5,39.8,-3.3,1.63
9,"q21.13a",72.8,74.4,1.6,35.6,4.2,0.77
9,"q21.13b",74.4,76.1,1.7,39.3,-3.7,1.09
9,"q21.2a",76.1,76.9,0.8,41.9,-2.7,0.94
9,"q21.2b",76.9,77.3,0.4,37.9,4.0,1.90
9,"q21.2c",77.3,77.5,0.2,41.7,-3.8,0.00
9,"q21.2d",77.5,78.1,0.6,39.8,1.9,0.59
9,"q21.2e",78.1,78.3,0.2,42.8,-3.0,0.00
9,"q21.31",78.3,81.4,3.1,38.0,4.8,1.31
9,"q21.32",81.4,81.8,0.4,43.0,-5.0,0.94
9,"q21.33a",81.8,83.1,1.3,38.8,4.2,0.86
9,"q21.33b",83.1,83.5,0.4,41.6,-2.9,0.21
9,"q21.33c",83.5,84.7,1.2,40.7,1.0,1.34
9,"q21.33d",84.7,84.9,0.2,41.4,-0.7,0.00
9,"q21.33e",84.9,85.1,0.2,40.4,1.0,0.00
9,"q21.33f",85.1,85.4,0.3,41.9,-1.5,1.04
9,"q21.33g",85.4,85.9,0.5,38.7,3.2,1.97
9,"q21.33h",85.9,86.1,0.2,43.2,-4.5,0.00
9,"q21.33i",86.1,86.4,0.3,40.2,3.0,0.40
9,"q22.1a",86.4,86.7,0.3,41.8,-1.6,0.37
9,"q22.1b",86.7,87.1,0.4,40.2,1.6,0.90
9,"q22.1c",87.1,89.2,2.1,43.5,-3.2,1.60
9,"q22.1d",89.2,89.7,0.5,48.9,-5.4,1.84
9,"q22.1e",89.7,90,0.3,43.9,5.0,2.09
9,"q22.2",90,90.5,0.5,39.7,4.1,0.97
9,"q22.31a",90.5,92.1,1.6,43.3,-3.5,2.25
9,"q22.31b",92.1,92.4,0.3,39.3,4.0,0.91
9,"q22.31c",92.4,92.9,0.5,46.3,-7.0,2.74
9,"q22.31d",92.9,93.1,0.2,53.5,-7.2,0.00
9,"q22.31e",93.1,93.7,0.6,45.1,8.4,3.75
9,"q22.32",93.7,97.8,4.1,43.2,1.8,2.66
9,"q22.33",97.8,99.3,1.5,45.2,-2.0,2.28
9,"q31.1a",99.3,101.8,2.5,38.8,6.4,1.25
9,"q31.1b",101.8,104.1,2.3,35.3,3.5,0.85
9,"q31.1c",104.1,104.6,0.5,37.3,-2.0,0.45
9,"q31.1d",104.6,105.1,0.5,42.7,-5.4,1.09
9,"q31.1e",105.1,106.9,1.8,39.0,3.7,1.21
9,"q31.2a",106.9,107.9,1,43.3,-4.3,1.80
9,"q31.2b",107.9,108.3,0.4,39.8,3.5,1.09
9,"q31.2c",108.3,108.7,0.4,42.0,-2.2,1.05
9,"q31.2d",108.7,109,0.3,40.1,1.9,0.38
9,"q31.2e",109,109.4,0.4,44.9,-4.8,0.74
9,"q31.2f",109.4,109.6,0.2,40.0,5.0,0.00
9,"q31.2g",109.6,110.2,0.6,42.7,-2.8,0.74
9,"q31.3",110.2,111.3,1.1,37.9,4.9,0.77
9,"q32a",111.3,111.5,0.2,43.3,-5.4,0.00
9,"q32b",111.5,111.7,0.2,38.6,4.7,0.00
9,"q32c",111.7,112,0.3,42.4,-3.8,1.00
9,"q32d",112,112.5,0.5,39.9,2.5,1.44
9,"q32e",112.5,113.3,0.8,43.9,-3.9,3.35
9,"q32f",113.3,113.5,0.2,49.5,-5.6,0.00
9,"q32g",113.5,113.8,0.3,42.9,6.5,2.33
9,"q32h",113.8,114.4,0.6,49.5,-6.6,2.28
9,"q32i",114.4,115,0.6,42.5,7.0,1.63
9,"q33.1a",115,116,1,38.4,4.1,0.92
9,"q33.1b",116,117.3,1.3,41.9,-3.5,0.47
9,"q33.1c",117.3,119.6,2.3,38.4,3.5,1.34
9,"q33.2a",119.6,120.8,1.2,43.1,-4.8,2.23
9,"q33.2b",120.8,121.1,0.3,39.4,3.8,1.39
9,"q33.2c",121.1,121.4,0.3,45.1,-5.8,4.37
9,"q33.2d",121.4,121.6,0.2,52.8,-7.6,0.00
9,"q33.2e",121.6,122.3,0.7,45.7,7.1,2.35
9,"q33.3a",122.3,123.1,0.8,39.7,6.0,1.97
9,"q33.3b",123.1,124.8,1.7,45.8,-6.2,4.99
9,"q33.3c",124.8,125.6,0.8,43.2,2.7,3.10
9,"q33.3d",125.6,125.8,0.2,37.0,6.2,0.00
9,"q33.3e",125.8,126,0.2,49.1,-12.1,0.00
9,"q33.3f",126,126.3,0.3,44.7,4.4,0.60
9,"q33.3g",126.3,126.6,0.3,51.3,-6.6,0.88
9,"q33.3h",126.6,127,0.4,45.3,6.0,1.38
9,"q34.11a",127,127.5,0.5,48.1,-2.8,3.91
9,"q34.11b",127.5,128.3,0.8,53.0,-4.9,1.33
9,"q34.11c",128.3,128.9,0.6,50.0,3.1,1.98
9,"q34.11d",128.9,129.6,0.7,53.4,-3.4,1.29
9,"q34.11e",129.6,129.8,0.2,48.2,5.2,0.00
9,"q34.12a",129.8,130,0.2,45.8,2.4,0.00
9,"q34.12b",130,130.4,0.4,54.1,-8.2,2.29
9,"q34.12c",130.4,130.6,0.2,49.9,4.2,0.00
9,"q34.12d",130.6,130.8,0.2,45.2,4.6,0.00
9,"q34.13a",130.8,131,0.2,54.8,-9.5,0.00
9,"q34.13b",131,131.8,0.8,49.3,5.5,2.57
9,"q34.2a",131.8,132,0.2,43.1,6.2,0.00
9,"q34.2b",132,132.9,0.9,47.5,-4.4,3.07
9,"q34.3a",132.9,135,2.1,55.0,-7.5,3.07
9,"q34.3b",135,135.2,0.2,51.2,3.8,0.00
9,"q34.3c",135.2,137.8,2.6,57.0,-5.8,3.86
9,"q34.3d",137.8,138.5,0.7,48.3,8.6,2.65
,,,,,,,
10,"p15.3a",0,0.3,0.3,40.4,"-",2.82
10,"p15.3b",0.3,0.9,0.6,47.9,-7.5,1.53
10,"p15.3c ",0.9,1.2,0.3,45.5,2.4,0.84
10,"p15.3d",1.2,1.7,0.5,48.0,-2.5,0.78
10,"p15.3e",1.7,1.9,0.2,43.3,4.8,0.00
10,"p15.2a",1.9,2.8,0.9,39.7,3.5,0.67
10,"p15.2b",2.8,3.1,0.3,43.5,-3.8,2.14
10,"p15.2c",3.1,3.3,0.2,47.8,-4.2,0.00
10,"p15.2d",3.3,4.1,0.8,43.1,4.7,1.31
10,"p15.2e",4.1,5.3,1.2,38.9,4.2,1.42
10,"p15.1",5.3,8.8,3.5,43.2,-4.3,3.41
10,"p14a",8.8,10,1.2,36.1,7.0,0.77
10,"p14b",10,11,1,38.8,-2.6,1.56
10,"p13",11,15.6,4.6,43.9,-5.1,2.21
10,"p12.33a",15.6,16.4,0.8,38.5,5.4,1.22
